origen_id,origen_zona,destino_id,destino_zona,distancia_geodesica_km,distancia_manhattan_aprox_km,distancia_manhattan_exacta_km,duracion_normal_min,duracion_hora_punta_min,duracion_hora_valle_min
142,Lincoln Square East,74,East Harlem North,4.823,6.812,6.793,16.3,20.4,13.6
142,Lincoln Square East,75,East Harlem South,3.526,4.859,4.852,11.6,14.6,9.7
142,Lincoln Square East,79,East Village,5.123,5.482,5.425,13.0,16.3,10.8
142,Lincoln Square East,87,Financial District North,7.738,9.624,9.55,22.9,28.7,19.1
142,Lincoln Square East,88,Financial District South,8.205,10.349,10.272,24.7,30.8,20.5
142,Lincoln Square East,90,Flatiron,3.718,4.793,4.759,11.4,14.3,9.5
142,Lincoln Square East,100,Garment District,2.317,2.85,2.827,6.8,8.5,5.7
142,Lincoln Square East,103,Governor's Island/Ellis Island/Liberty Island,10.749,14.718,14.639,35.1,43.9,29.3
142,Lincoln Square East,107,Gramercy,4.093,4.3,4.254,10.2,12.8,8.5
142,Lincoln Square East,113,Greenwich Village North,4.685,5.643,5.595,13.4,16.8,11.2
142,Lincoln Square East,114,Greenwich Village South,5.205,6.375,6.323,15.2,19.0,12.6
142,Lincoln Square East,116,Hamilton Heights,6.55,8.731,8.673,20.8,26.0,17.3
142,Lincoln Square East,120,Highbridge Park,9.195,12.472,12.393,29.7,37.2,24.8
142,Lincoln Square East,125,Hudson Sq,5.696,7.461,7.411,17.8,22.2,14.8
142,Lincoln Square East,127,Inwood,11.53,15.55,15.449,37.1,46.3,30.9
142,Lincoln Square East,128,Inwood Hill Park,11.979,15.82,15.709,37.7,47.1,31.4
142,Lincoln Square East,137,Kips Bay,3.711,4.113,4.148,10.0,12.4,8.3
142,Lincoln Square East,140,Lenox Hill East,2.436,3.182,3.15,7.6,9.4,6.3
142,Lincoln Square East,141,Lenox Hill West,1.992,2.603,2.577,6.2,7.7,5.2
142,Lincoln Square East,142,Lincoln Square East,0.0,0.0,0.0,0.0,0.0,0.0
142,Lincoln Square East,143,Lincoln Square West,0.577,0.778,0.772,1.9,2.3,1.5
142,Lincoln Square East,144,Little Italy/NoLiTa,6.0,7.162,7.102,17.0,21.3,14.2
142,Lincoln Square East,148,Lower East Side,6.125,6.867,6.801,16.3,20.4,13.6
142,Lincoln Square East,151,Manhattan Valley,2.928,3.836,3.81,9.1,11.4,7.6
142,Lincoln Square East,152,Manhattanville,5.453,7.281,7.233,17.4,21.7,14.5
142,Lincoln Square East,153,Marble Hill,12.852,17.407,17.296,41.5,51.9,34.6
142,Lincoln Square East,158,Meatpacking/West Village West,4.873,6.618,6.579,15.8,19.7,13.2
142,Lincoln Square East,161,Midtown Center,1.763,2.058,2.072,5.0,6.2,4.1
142,Lincoln Square East,162,Midtown East,2.035,2.661,2.668,6.4,8.0,5.3
142,Lincoln Square East,163,Midtown North,1.076,1.359,1.365,3.3,4.1,2.7
142,Lincoln Square East,164,Midtown South,2.8,3.09,3.059,7.3,9.2,6.1
142,Lincoln Square East,166,Morningside Heights,4.314,5.657,5.617,13.5,16.9,11.2
142,Lincoln Square East,170,Murray Hill,2.886,3.132,3.161,7.6,9.5,6.3
142,Lincoln Square East,186,Penn Station/Madison Sq West,2.939,3.717,3.689,8.9,11.1,7.4
142,Lincoln Square East,194,Randalls Island,5.179,6.767,6.766,16.2,20.3,13.5
142,Lincoln Square East,202,Roosevelt Island,2.968,3.987,3.952,9.5,11.9,7.9
142,Lincoln Square East,209,Seaport,7.409,9.047,8.975,21.5,26.9,17.9
142,Lincoln Square East,211,SoHo,5.777,7.222,7.167,17.2,21.5,14.3
142,Lincoln Square East,224,Stuy Town/Peter Cooper Village,4.662,5.061,5.107,12.3,15.3,10.2
142,Lincoln Square East,229,Sutton Place/Turtle Bay North,2.332,3.269,3.265,7.8,9.8,6.5
142,Lincoln Square East,230,Times Sq/Theatre District,1.551,1.76,1.743,4.2,5.2,3.5
142,Lincoln Square East,231,TriBeCa/Civic Center,6.59,8.44,8.38,20.1,25.1,16.8
142,Lincoln Square East,232,Two Bridges/Seward Park,6.542,6.665,6.59,15.8,19.8,13.2
142,Lincoln Square East,233,UN/Turtle Bay South,2.795,3.575,3.589,8.6,10.8,7.2
142,Lincoln Square East,234,Union Sq,3.774,4.455,4.416,10.6,13.2,8.8
142,Lincoln Square East,236,Upper East Side North,2.204,2.839,2.84,6.8,8.5,5.7
142,Lincoln Square East,237,Upper East Side South,1.453,1.908,1.89,4.5,5.7,3.8
142,Lincoln Square East,238,Upper West Side North,2.131,2.727,2.707,6.5,8.1,5.4
142,Lincoln Square East,239,Upper West Side South,1.173,1.393,1.381,3.3,4.1,2.8
142,Lincoln Square East,243,Washington Heights North,10.14,13.405,13.312,31.9,39.9,26.6
142,Lincoln Square East,244,Washington Heights South,8.284,10.968,10.893,26.1,32.7,21.8
142,Lincoln Square East,246,West Chelsea/Hudson Yards,2.949,4.167,4.15,10.0,12.4,8.3
142,Lincoln Square East,249,West Village,4.697,6.149,6.108,14.7,18.3,12.2
142,Lincoln Square East,261,World Trade Center,7.64,9.836,9.767,23.4,29.3,19.5
142,Lincoln Square East,262,Yorkville East,2.968,3.232,3.243,7.8,9.7,6.5
142,Lincoln Square East,263,Yorkville West,2.639,3.164,3.169,7.6,9.5,6.3
143,Lincoln Square West,4,Alphabet City,5.868,6.703,6.754,16.2,20.3,13.5
143,Lincoln Square West,12,Battery Park,8.445,10.478,10.397,25.0,31.2,20.8
143,Lincoln Square West,13,Battery Park City,7.494,9.513,9.444,22.7,28.3,18.9
143,Lincoln Square West,24,Bloomingdale,3.441,4.771,4.745,11.4,14.2,9.5
143,Lincoln Square West,41,Central Harlem,4.398,6.239,6.215,14.9,18.6,12.4
143,Lincoln Square West,42,Central Harlem North,6.141,8.679,8.64,20.7,25.9,17.3
143,Lincoln Square West,43,Central Park,2.0,2.601,2.6,6.2,7.8,5.2
143,Lincoln Square West,45,Chinatown,7.108,7.942,7.866,18.9,23.6,15.7
143,Lincoln Square West,48,Clinton East,1.534,1.709,1.692,4.1,5.1,3.4
143,Lincoln Square West,50,Clinton West,1.252,1.716,1.707,4.1,5.1,3.4
143,Lincoln Square West,68,East Chelsea,3.229,4.1,4.07,9.8,12.2,8.1
143,Lincoln Square West,74,East Harlem North,5.085,7.073,7.059,16.9,21.2,14.1
143,Lincoln Square West,75,East Harlem South,3.865,5.12,5.118,12.3,15.4,10.2
143,Lincoln Square West,79,East Village,5.371,5.511,5.571,13.4,16.7,11.1
143,Lincoln Square West,87,Financial District North,7.861,9.364,9.284,22.3,27.9,18.6
143,Lincoln Square West,88,Financial District South,8.311,10.088,10.006,24.0,30.0,20.0
143,Lincoln Square West,90,Flatiron,3.823,4.532,4.493,10.8,13.5,9.0
143,Lincoln Square West,100,Garment District,2.495,2.589,2.561,6.1,7.7,5.1
143,Lincoln Square West,103,Governor's Island/Ellis Island/Liberty Island,10.73,14.457,14.373,34.5,43.1,28.7
143,Lincoln Square West,107,Gramercy,4.357,4.65,4.695,11.3,14.1,9.4
143,Lincoln Square West,113,Greenwich Village North,4.851,5.382,5.329,12.8,16.0,10.7
143,Lincoln Square West,114,Greenwich Village South,5.352,6.114,6.057,14.5,18.2,12.1
143,Lincoln Square West,116,Hamilton Heights,6.56,8.992,8.939,21.5,26.8,17.9
143,Lincoln Square West,120,Highbridge Park,9.228,12.732,12.659,30.4,38.0,25.3
143,Lincoln Square West,125,Hudson Sq,5.765,7.2,7.145,17.1,21.4,14.3
143,Lincoln Square West,127,Inwood,11.549,15.811,15.715,37.7,47.1,31.4
143,Lincoln Square West,128,Inwood Hill Park,11.964,16.08,15.975,38.3,47.9,31.9
143,Lincoln Square West,137,Kips Bay,4.056,4.891,4.92,11.8,14.8,9.8
143,Lincoln Square West,140,Lenox Hill East,3.012,3.96,3.922,9.4,11.8,7.8
143,Lincoln Square West,141,Lenox Hill West,2.568,3.382,3.349,8.0,10.0,6.7
143,Lincoln Square West,142,Lincoln Square East,0.577,0.778,0.772,1.9,2.3,1.5
143,Lincoln Square West,143,Lincoln Square West,0.0,0.0,0.0,0.0,0.0,0.0
143,Lincoln Square West,144,Little Italy/NoLiTa,6.166,6.902,6.835,16.4,20.5,13.7
143,Lincoln Square West,148,Lower East Side,6.339,6.606,6.535,15.7,19.6,13.1
143,Lincoln Square West,151,Manhattan Valley,2.944,4.097,4.076,9.8,12.2,8.2
143,Lincoln Square West,152,Manhattanville,5.471,7.541,7.499,18.0,22.5,15.0
143,Lincoln Square West,153,Marble Hill,12.877,17.668,17.562,42.1,52.7,35.1
143,Lincoln Square West,158,Meatpacking/West Village West,4.889,6.357,6.313,15.2,18.9,12.6
143,Lincoln Square West,161,Midtown Center,2.162,2.837,2.844,6.8,8.5,5.7
143,Lincoln Square West,162,Midtown East,2.5,3.439,3.44,8.3,10.3,6.9
143,Lincoln Square West,163,Midtown North,1.539,2.138,2.137,5.1,6.4,4.3
143,Lincoln Square West,164,Midtown South,3.049,3.252,3.283,7.9,9.9,6.6
143,Lincoln Square West,166,Morningside Heights,4.313,5.918,5.883,14.1,17.7,11.8
143,Lincoln Square West,170,Murray Hill,3.228,3.91,3.933,9.4,11.8,7.9
143,Lincoln Square West,186,Penn Station/Madison Sq West,3.077,3.456,3.423,8.2,10.3,6.8
143,Lincoln Square West,194,Randalls Island,5.578,7.028,7.032,16.9,21.1,14.1
143,Lincoln Square West,202,Roosevelt Island,3.545,4.765,4.724,11.3,14.2,9.4
143,Lincoln Square West,209,Seaport,7.551,8.787,8.709,20.9,26.1,17.4
143,Lincoln Square West,211,SoHo,5.901,6.961,6.901,16.6,20.7,13.8
143,Lincoln Square West,224,Stuy Town/Peter Cooper Village,4.99,5.839,5.879,14.1,17.6,11.8
143,Lincoln Square West,229,Sutton Place/Turtle Bay North,2.859,4.048,4.037,9.7,12.1,8.1
143,Lincoln Square West,230,Times Sq/Theatre District,1.817,2.086,2.101,5.0,6.3,4.2
143,Lincoln Square West,231,TriBeCa/Civic Center,6.684,8.179,8.114,19.5,24.3,16.2
143,Lincoln Square West,232,Two Bridges/Seward Park,6.811,7.19,7.261,17.4,21.8,14.5
143,Lincoln Square West,233,UN/Turtle Bay South,3.237,4.354,4.361,10.5,13.1,8.7
143,Lincoln Square West,234,Union Sq,3.964,4.194,4.149,10.0,12.4,8.3
143,Lincoln Square West,236,Upper East Side North,2.633,3.1,3.106,7.5,9.3,6.2
143,Lincoln Square West,237,Upper East Side South,2.03,2.687,2.661,6.4,8.0,5.3
143,Lincoln Square West,238,Upper West Side North,2.138,2.988,2.973,7.1,8.9,5.9
143,Lincoln Square West,239,Upper West Side South,1.169,1.654,1.647,4.0,4.9,3.3
143,Lincoln Square West,243,Washington Heights North,10.128,13.666,13.578,32.6,40.7,27.2
143,Lincoln Square West,244,Washington Heights South,8.278,11.228,11.159,26.8,33.5,22.3
143,Lincoln Square West,246,West Chelsea/Hudson Yards,2.871,3.906,3.884,9.3,11.7,7.8
143,Lincoln Square West,249,West Village,4.773,5.889,5.842,14.0,17.5,11.7
143,Lincoln Square West,261,World Trade Center,7.724,9.575,9.501,22.8,28.5,19.0
143,Lincoln Square West,262,Yorkville East,3.473,3.5,3.509,8.4,10.5,7.0
143,Lincoln Square West,263,Yorkville West,3.108,3.425,3.435,8.2,10.3,6.9
144,Little Italy/NoLiTa,4,Alphabet City,1.715,2.014,2.019,4.8,6.1,4.0
144,Little Italy/NoLiTa,12,Battery Park,2.54,3.577,3.562,8.5,10.7,7.1
144,Little Italy/NoLiTa,13,Battery Park City,1.894,2.611,2.608,6.3,7.8,5.2
144,Little Italy/NoLiTa,24,Bloomingdale,9.387,11.672,11.581,27.8,34.7,23.2
144,Little Italy/NoLiTa,41,Central Harlem,10.035,13.141,13.051,31.3,39.2,26.1
144,Little Italy/NoLiTa,42,Central Harlem North,11.806,15.58,15.476,37.1,46.4,31.0
144,Little Italy/NoLiTa,43,Central Park,7.334,9.502,9.436,22.6,28.3,18.9
144,Little Italy/NoLiTa,45,Chinatown,0.942,1.04,1.03,2.5,3.1,2.1
144,Little Italy/NoLiTa,48,Clinton East,4.632,5.193,5.143,12.3,15.4,10.3
144,Little Italy/NoLiTa,50,Clinton West,5.038,5.185,5.129,12.3,15.4,10.3
144,Little Italy/NoLiTa,68,East Chelsea,3.069,3.312,3.342,8.0,10.0,6.7
144,Little Italy/NoLiTa,74,East Harlem North,10.236,13.975,13.894,33.3,41.7,27.8
144,Little Italy/NoLiTa,75,East Harlem South,8.809,12.022,11.953,28.7,35.9,23.9
144,Little Italy/NoLiTa,79,East Village,1.191,1.681,1.677,4.0,5.0,3.4
144,Little Italy/NoLiTa,87,Financial District North,1.801,2.462,2.449,5.9,7.3,4.9
144,Little Italy/NoLiTa,88,Financial District South,2.305,3.187,3.171,7.6,9.5,6.3
144,Little Italy/NoLiTa,90,Flatiron,2.375,2.379,2.406,5.8,7.2,4.8
144,Little Italy/NoLiTa,100,Garment District,3.687,4.312,4.274,10.3,12.8,8.5
144,Little Italy/NoLiTa,103,Governor's Island/Ellis Island/Liberty Island,5.346,7.556,7.538,18.1,22.6,15.1
144,Little Italy/NoLiTa,107,Gramercy,2.077,2.862,2.848,6.8,8.5,5.7
144,Little Italy/NoLiTa,113,Greenwich Village North,1.317,1.52,1.506,3.6,4.5,3.0
144,Little Italy/NoLiTa,114,Greenwich Village South,0.828,0.866,0.875,2.1,2.6,1.8
144,Little Italy/NoLiTa,116,Hamilton Heights,12.473,15.893,15.775,37.9,47.3,31.5
144,Little Italy/NoLiTa,120,Highbridge Park,15.061,19.634,19.495,46.8,58.5,39.0
144,Little Italy/NoLiTa,125,Hudson Sq,1.076,1.498,1.489,3.6,4.5,3.0
144,Little Italy/NoLiTa,127,Inwood,17.403,22.713,22.551,54.1,67.7,45.1
144,Little Italy/NoLiTa,128,Inwood Hill Park,17.902,22.982,22.81,54.7,68.4,45.6
144,Little Italy/NoLiTa,137,Kips Bay,2.773,3.906,3.89,9.3,11.7,7.8
144,Little Italy/NoLiTa,140,Lenox Hill East,6.101,8.535,8.495,20.4,25.5,17.0
144,Little Italy/NoLiTa,141,Lenox Hill West,6.006,8.282,8.238,19.8,24.7,16.5
144,Little Italy/NoLiTa,142,Lincoln Square East,6.0,7.162,7.102,17.0,21.3,14.2
144,Little Italy/NoLiTa,143,Lincoln Square West,6.166,6.902,6.835,16.4,20.5,13.7
144,Little Italy/NoLiTa,144,Little Italy/NoLiTa,0.0,0.0,0.0,0.0,0.0,0.0
144,Little Italy/NoLiTa,148,Lower East Side,0.553,0.728,0.722,1.7,2.2,1.4
144,Little Italy/NoLiTa,151,Manhattan Valley,8.897,10.999,10.911,26.2,32.7,21.8
144,Little Italy/NoLiTa,152,Manhattanville,11.38,14.443,14.335,34.4,43.0,28.7
144,Little Italy/NoLiTa,153,Marble Hill,18.706,24.57,24.397,58.6,73.2,48.8
144,Little Italy/NoLiTa,158,Meatpacking/West Village West,1.873,2.596,2.596,6.2,7.8,5.2
144,Little Italy/NoLiTa,161,Midtown Center,4.432,5.756,5.717,13.7,17.2,11.4
144,Little Italy/NoLiTa,162,Midtown East,4.484,6.061,6.026,14.5,18.1,12.1
144,Little Italy/NoLiTa,163,Midtown North,5.103,6.477,6.429,15.4,19.3,12.9
144,Little Italy/NoLiTa,164,Midtown South,3.231,4.073,4.043,9.7,12.1,8.1
144,Little Italy/NoLiTa,166,Morningside Heights,10.274,12.819,12.719,30.5,38.2,25.4
144,Little Italy/NoLiTa,170,Murray Hill,3.364,4.547,4.521,10.9,13.6,9.0
144,Little Italy/NoLiTa,186,Penn Station/Madison Sq West,3.089,3.445,3.412,8.2,10.2,6.8
144,Little Italy/NoLiTa,194,Randalls Island,9.895,13.93,13.868,33.3,41.6,27.7
144,Little Italy/NoLiTa,202,Roosevelt Island,6.04,8.544,8.511,20.4,25.5,17.0
144,Little Italy/NoLiTa,209,Seaport,1.431,1.885,1.873,4.5,5.6,3.7
144,Little Italy/NoLiTa,211,SoHo,0.513,0.726,0.722,1.7,2.2,1.4
144,Little Italy/NoLiTa,224,Stuy Town/Peter Cooper Village,2.103,2.941,2.935,7.0,8.8,5.9
144,Little Italy/NoLiTa,229,Sutton Place/Turtle Bay North,4.8,6.679,6.646,16.0,19.9,13.3
144,Little Italy/NoLiTa,230,Times Sq/Theatre District,4.455,5.402,5.358,12.9,16.1,10.7
144,Little Italy/NoLiTa,231,TriBeCa/Civic Center,0.989,1.278,1.278,3.1,3.8,2.6
144,Little Italy/NoLiTa,232,Two Bridges/Seward Park,1.359,1.864,1.851,4.4,5.6,3.7
144,Little Italy/NoLiTa,233,UN/Turtle Bay South,3.923,5.472,5.446,13.1,16.3,10.9
144,Little Italy/NoLiTa,234,Union Sq,2.228,2.708,2.686,6.4,8.1,5.4
144,Little Italy/NoLiTa,236,Upper East Side North,7.422,10.002,9.941,23.9,29.8,19.9
144,Little Italy/NoLiTa,237,Upper East Side South,5.922,7.957,7.908,19.0,23.7,15.8
144,Little Italy/NoLiTa,238,Upper West Side North,8.118,9.89,9.808,23.5,29.4,19.6
144,Little Italy/NoLiTa,239,Upper West Side South,7.172,8.555,8.482,20.4,25.4,17.0
144,Little Italy/NoLiTa,243,Washington Heights North,16.065,20.568,20.414,49.0,61.2,40.8
144,Little Italy/NoLiTa,244,Washington Heights South,14.212,18.13,17.994,43.2,54.0,36.0
144,Little Italy/NoLiTa,246,West Chelsea/Hudson Yards,3.65,4.202,4.232,10.2,12.7,8.5
144,Little Italy/NoLiTa,249,West Village,1.601,2.026,2.034,4.9,6.1,4.1
144,Little Italy/NoLiTa,261,World Trade Center,1.885,2.673,2.665,6.4,8.0,5.3
144,Little Italy/NoLiTa,262,Yorkville East,7.449,10.395,10.344,24.8,31.0,20.7
144,Little Italy/NoLiTa,263,Yorkville West,7.506,10.327,10.271,24.6,30.8,20.5
148,Lower East Side,4,Alphabet City,1.292,1.718,1.718,4.1,5.2,3.4
148,Lower East Side,12,Battery Park,2.738,3.872,3.862,9.3,11.6,7.7
148,Lower East Side,13,Battery Park City,2.262,2.906,2.908,7.0,8.7,5.8
148,Lower East Side,24,Bloomingdale,9.467,11.377,11.28,27.1,33.8,22.6
148,Lower East Side,41,Central Harlem,10.055,12.845,12.75,30.6,38.3,25.5
148,Lower East Side,42,Central Harlem North,11.813,15.285,15.175,36.4,45.5,30.4
148,Lower East Side,43,Central Park,7.373,9.207,9.135,21.9,27.4,18.3
148,Lower East Side,45,Chinatown,0.945,1.336,1.331,3.2,4.0,2.7
148,Lower East Side,48,Clinton East,4.811,4.897,4.843,11.6,14.5,9.7
148,Lower East Side,50,Clinton West,5.265,5.611,5.665,13.6,17.0,11.3
148,Lower East Side,68,East Chelsea,3.362,4.04,4.064,9.8,12.2,8.1
148,Lower East Side,74,East Harlem North,10.19,13.679,13.594,32.6,40.8,27.2
148,Lower East Side,75,East Harlem South,8.765,11.726,11.653,28.0,35.0,23.3
148,Lower East Side,79,East Village,1.051,1.385,1.376,3.3,4.1,2.8
148,Lower East Side,87,Financial District North,1.945,2.757,2.749,6.6,8.2,5.5
148,Lower East Side,88,Financial District South,2.455,3.482,3.471,8.3,10.4,6.9
148,Lower East Side,90,Flatiron,2.642,3.107,3.128,7.5,9.4,6.3
148,Lower East Side,100,Garment District,3.844,4.017,3.974,9.5,11.9,7.9
148,Lower East Side,103,Governor's Island/Ellis Island/Liberty Island,5.618,7.851,7.838,18.8,23.5,15.7
148,Lower East Side,107,Gramercy,2.069,2.567,2.547,6.1,7.6,5.1
148,Lower East Side,113,Greenwich Village North,1.542,1.804,1.816,4.4,5.4,3.6
148,Lower East Side,114,Greenwich Village South,1.179,1.595,1.597,3.8,4.8,3.2
148,Lower East Side,116,Hamilton Heights,12.523,15.598,15.474,37.1,46.4,30.9
148,Lower East Side,120,Highbridge Park,15.082,19.339,19.194,46.1,57.6,38.4
148,Lower East Side,125,Hudson Sq,1.622,2.226,2.211,5.3,6.6,4.4
148,Lower East Side,127,Inwood,17.421,22.417,22.25,53.4,66.8,44.5
148,Lower East Side,128,Inwood Hill Park,17.941,22.687,22.51,54.0,67.5,45.0
148,Lower East Side,137,Kips Bay,2.68,3.611,3.589,8.6,10.8,7.2
148,Lower East Side,140,Lenox Hill East,6.004,8.24,8.195,19.7,24.6,16.4
148,Lower East Side,141,Lenox Hill West,5.949,7.986,7.937,19.0,23.8,15.9
148,Lower East Side,142,Lincoln Square East,6.125,6.867,6.801,16.3,20.4,13.6
148,Lower East Side,143,Lincoln Square West,6.339,6.606,6.535,15.7,19.6,13.1
148,Lower East Side,144,Little Italy/NoLiTa,0.553,0.728,0.722,1.7,2.2,1.4
148,Lower East Side,148,Lower East Side,0.0,0.0,0.0,0.0,0.0,0.0
148,Lower East Side,151,Manhattan Valley,8.983,10.703,10.611,25.5,31.8,21.2
148,Lower East Side,152,Manhattanville,11.436,14.148,14.034,33.7,42.1,28.1
148,Lower East Side,153,Marble Hill,18.715,24.274,24.097,57.8,72.3,48.2
148,Lower East Side,158,Meatpacking/West Village West,2.352,3.324,3.317,8.0,10.0,6.6
148,Lower East Side,161,Midtown Center,4.482,5.461,5.416,13.0,16.2,10.8
148,Lower East Side,162,Midtown East,4.475,5.766,5.725,13.7,17.2,11.5
148,Lower East Side,163,Midtown North,5.175,6.181,6.129,14.7,18.4,12.3
148,Lower East Side,164,Midtown South,3.327,3.778,3.742,9.0,11.2,7.5
148,Lower East Side,166,Morningside Heights,10.349,12.524,12.419,29.8,37.3,24.8
148,Lower East Side,170,Murray Hill,3.366,4.252,4.22,10.1,12.7,8.4
148,Lower East Side,186,Penn Station/Madison Sq West,3.285,3.412,3.448,8.3,10.3,6.9
148,Lower East Side,194,Randalls Island,9.767,13.634,13.568,32.6,40.7,27.1
148,Lower East Side,202,Roosevelt Island,5.892,8.249,8.211,19.7,24.6,16.4
148,Lower East Side,209,Seaport,1.538,2.18,2.173,5.2,6.5,4.3
148,Lower East Side,211,SoHo,1.054,1.454,1.444,3.5,4.3,2.9
148,Lower East Side,224,Stuy Town/Peter Cooper Village,1.872,2.645,2.635,6.3,7.9,5.3
148,Lower East Side,229,Sutton Place/Turtle Bay North,4.727,6.384,6.346,15.2,19.0,12.7
148,Lower East Side,230,Times Sq/Theatre District,4.575,5.107,5.058,12.1,15.2,10.1
148,Lower East Side,231,TriBeCa/Civic Center,1.441,1.573,1.579,3.8,4.7,3.2
148,Lower East Side,232,Two Bridges/Seward Park,0.813,1.136,1.129,2.7,3.4,2.3
148,Lower East Side,233,UN/Turtle Bay South,3.849,5.177,5.146,12.3,15.4,10.3
148,Lower East Side,234,Union Sq,2.377,2.413,2.386,5.7,7.2,4.8
148,Lower East Side,236,Upper East Side North,7.405,9.706,9.641,23.1,28.9,19.3
148,Lower East Side,237,Upper East Side South,5.915,7.661,7.608,18.3,22.8,15.2
148,Lower East Side,238,Upper West Side North,8.22,9.594,9.508,22.8,28.5,19.0
148,Lower East Side,239,Upper West Side South,7.295,8.26,8.182,19.6,24.5,16.4
148,Lower East Side,243,Washington Heights North,16.107,20.272,20.113,48.3,60.3,40.2
148,Lower East Side,244,Washington Heights South,14.259,17.835,17.694,42.5,53.1,35.4
148,Lower East Side,246,West Chelsea/Hudson Yards,3.974,4.93,4.954,11.9,14.9,9.9
148,Lower East Side,249,West Village,2.01,2.754,2.756,6.6,8.3,5.5
148,Lower East Side,261,World Trade Center,2.163,2.968,2.966,7.1,8.9,5.9
148,Lower East Side,262,Yorkville East,7.356,10.099,10.044,24.1,30.1,20.1
148,Lower East Side,263,Yorkville West,7.449,10.031,9.97,23.9,29.9,19.9
151,Manhattan Valley,4,Alphabet City,8.274,8.985,8.893,21.3,26.7,17.8
151,Manhattan Valley,12,Battery Park,11.285,14.575,14.473,34.7,43.4,28.9
151,Manhattan Valley,13,Battery Park City,10.364,13.61,13.519,32.4,40.6,27.0
151,Manhattan Valley,24,Bloomingdale,0.5,0.673,0.669,1.6,2.0,1.3
151,Manhattan Valley,41,Central Harlem,1.59,2.142,2.139,5.1,6.4,4.3
151,Manhattan Valley,42,Central Harlem North,3.229,4.582,4.564,11.0,13.7,9.1
151,Manhattan Valley,43,Central Park,1.734,1.941,1.957,4.7,5.9,3.9
151,Manhattan Valley,45,Chinatown,9.827,12.039,11.942,28.7,35.8,23.9
151,Manhattan Valley,48,Clinton East,4.367,5.806,5.768,13.8,17.3,11.5
151,Manhattan Valley,50,Clinton West,4.194,5.814,5.783,13.9,17.3,11.6
151,Manhattan Valley,68,East Chelsea,6.119,8.197,8.145,19.5,24.4,16.3
151,Manhattan Valley,74,East Harlem North,2.625,2.976,2.983,7.2,8.9,6.0
151,Manhattan Valley,75,East Harlem South,2.088,2.788,2.762,6.6,8.3,5.5
151,Manhattan Valley,79,East Village,7.954,9.318,9.235,22.2,27.7,18.5
151,Manhattan Valley,87,Financial District North,10.653,13.461,13.36,32.1,40.1,26.7
151,Manhattan Valley,88,Financial District South,11.125,14.186,14.082,33.8,42.2,28.2
151,Manhattan Valley,90,Flatiron,6.645,8.629,8.569,20.6,25.7,17.1
151,Manhattan Valley,100,Garment District,5.234,6.686,6.637,15.9,19.9,13.3
151,Manhattan Valley,103,Governor's Island/Ellis Island/Liberty Island,13.658,18.555,18.449,44.3,55.3,36.9
151,Manhattan Valley,107,Gramercy,6.921,8.136,8.064,19.4,24.2,16.1
151,Manhattan Valley,113,Greenwich Village North,7.589,9.479,9.405,22.6,28.2,18.8
151,Manhattan Valley,114,Greenwich Village South,8.115,10.211,10.133,24.3,30.4,20.3
151,Manhattan Valley,116,Hamilton Heights,3.627,4.895,4.863,11.7,14.6,9.7
151,Manhattan Valley,120,Highbridge Park,6.287,8.635,8.583,20.6,25.8,17.2
151,Manhattan Valley,125,Hudson Sq,8.624,11.298,11.221,26.9,33.7,22.4
151,Manhattan Valley,127,Inwood,8.614,11.714,11.639,27.9,34.9,23.3
151,Manhattan Valley,128,Inwood Hill Park,9.052,11.983,11.899,28.6,35.7,23.8
151,Manhattan Valley,137,Kips Bay,6.426,7.093,7.022,16.9,21.1,14.0
151,Manhattan Valley,140,Lenox Hill East,3.781,4.747,4.768,11.4,14.3,9.5
151,Manhattan Valley,141,Lenox Hill West,3.519,4.168,4.195,10.1,12.6,8.4
151,Manhattan Valley,142,Lincoln Square East,2.928,3.836,3.81,9.1,11.4,7.6
151,Manhattan Valley,143,Lincoln Square West,2.944,4.097,4.076,9.8,12.2,8.2
151,Manhattan Valley,144,Little Italy/NoLiTa,8.897,10.999,10.911,26.2,32.7,21.8
151,Manhattan Valley,148,Lower East Side,8.983,10.703,10.611,25.5,31.8,21.2
151,Manhattan Valley,151,Manhattan Valley,0.0,0.0,0.0,0.0,0.0,0.0
151,Manhattan Valley,152,Manhattanville,2.532,3.444,3.423,8.2,10.3,6.8
151,Manhattan Valley,153,Marble Hill,9.94,13.571,13.486,32.4,40.5,27.0
151,Manhattan Valley,158,Meatpacking/West Village West,7.791,10.454,10.389,24.9,31.2,20.8
151,Manhattan Valley,161,Midtown Center,4.507,5.243,5.195,12.5,15.6,10.4
151,Manhattan Valley,162,Midtown East,4.597,4.937,4.886,11.7,14.7,9.8
151,Manhattan Valley,163,Midtown North,3.808,4.522,4.482,10.8,13.4,9.0
151,Manhattan Valley,164,Midtown South,5.669,6.926,6.869,16.5,20.6,13.7
151,Manhattan Valley,166,Morningside Heights,1.386,1.82,1.808,4.3,5.4,3.6
151,Manhattan Valley,170,Murray Hill,5.644,6.451,6.391,15.3,19.2,12.8
151,Manhattan Valley,186,Penn Station/Madison Sq West,5.863,7.553,7.499,18.0,22.5,15.0
151,Manhattan Valley,194,Randalls Island,3.758,4.476,4.414,10.6,13.2,8.8
151,Manhattan Valley,202,Roosevelt Island,4.29,5.551,5.57,13.4,16.7,11.1
