origen_id,origen_zona,destino_id,destino_zona,distancia_geodesica_km,distancia_manhattan_aprox_km,distancia_manhattan_exacta_km,duracion_normal_min,duracion_hora_punta_min,duracion_hora_valle_min
68,East Chelsea,107,Gramercy,1.859,2.637,2.627,6.3,7.9,5.3
68,East Chelsea,113,Greenwich Village North,1.823,2.236,2.248,5.4,6.7,4.5
68,East Chelsea,114,Greenwich Village South,2.241,2.445,2.467,5.9,7.4,4.9
68,East Chelsea,116,Hamilton Heights,9.746,13.092,13.009,31.2,39.0,26.0
68,East Chelsea,120,Highbridge Park,12.396,16.832,16.729,40.1,50.2,33.5
68,East Chelsea,125,Hudson Sq,2.54,3.101,3.076,7.4,9.2,6.2
68,East Chelsea,127,Inwood,14.729,19.911,19.785,47.5,59.4,39.6
68,East Chelsea,128,Inwood Hill Park,15.169,20.18,20.044,48.1,60.1,40.1
68,East Chelsea,137,Kips Bay,2.168,2.878,2.852,6.8,8.6,5.7
68,East Chelsea,140,Lenox Hill East,4.259,5.733,5.729,13.8,17.2,11.5
68,East Chelsea,141,Lenox Hill West,3.975,5.48,5.472,13.1,16.4,10.9
68,East Chelsea,142,Lincoln Square East,3.201,4.361,4.336,10.4,13.0,8.7
68,East Chelsea,143,Lincoln Square West,3.229,4.1,4.07,9.8,12.2,8.1
68,East Chelsea,144,Little Italy/NoLiTa,3.069,3.312,3.342,8.0,10.0,6.7
68,East Chelsea,148,Lower East Side,3.362,4.04,4.064,9.8,12.2,8.1
68,East Chelsea,151,Manhattan Valley,6.119,8.197,8.145,19.5,24.4,16.3
68,East Chelsea,152,Manhattanville,8.65,11.641,11.569,27.8,34.7,23.1
68,East Chelsea,153,Marble Hill,16.052,21.768,21.631,51.9,64.9,43.3
68,East Chelsea,158,Meatpacking/West Village West,1.673,2.257,2.244,5.4,6.7,4.5
68,East Chelsea,161,Midtown Center,2.158,2.954,2.951,7.1,8.9,5.9
68,East Chelsea,162,Midtown East,2.502,3.26,3.26,7.8,9.8,6.5
68,East Chelsea,163,Midtown North,2.592,3.675,3.663,8.8,11.0,7.3
68,East Chelsea,164,Midtown South,1.247,1.271,1.277,3.1,3.8,2.6
68,East Chelsea,166,Morningside Heights,7.504,10.017,9.953,23.9,29.9,19.9
68,East Chelsea,170,Murray Hill,1.811,1.897,1.865,4.5,5.6,3.7
68,East Chelsea,186,Penn Station/Madison Sq West,0.632,0.644,0.646,1.6,1.9,1.3
68,East Chelsea,194,Randalls Island,7.924,11.128,11.102,26.6,33.3,22.2
68,East Chelsea,202,Roosevelt Island,4.477,5.742,5.745,13.8,17.2,11.5
68,East Chelsea,209,Seaport,4.382,4.687,4.639,11.1,13.9,9.3
68,East Chelsea,211,SoHo,2.729,2.862,2.831,6.8,8.5,5.7
68,East Chelsea,224,Stuy Town/Peter Cooper Village,2.698,3.826,3.811,9.1,11.4,7.6
68,East Chelsea,229,Sutton Place/Turtle Bay North,3.078,3.877,3.88,9.3,11.6,7.8
68,East Chelsea,230,Times Sq/Theatre District,1.834,2.601,2.592,6.2,7.8,5.2
68,East Chelsea,231,TriBeCa/Civic Center,3.47,4.079,4.044,9.7,12.1,8.1
68,East Chelsea,232,Two Bridges/Seward Park,4.005,5.176,5.193,12.5,15.6,10.4
68,East Chelsea,233,UN/Turtle Bay South,2.495,2.67,2.68,6.4,8.0,5.4
68,East Chelsea,234,Union Sq,1.202,1.702,1.698,4.1,5.1,3.4
68,East Chelsea,236,Upper East Side North,5.075,7.2,7.175,17.2,21.5,14.4
68,East Chelsea,237,Upper East Side South,3.661,5.155,5.142,12.3,15.4,10.3
68,East Chelsea,238,Upper West Side North,5.314,7.088,7.042,16.9,21.1,14.1
68,East Chelsea,239,Upper West Side South,4.336,5.754,5.716,13.7,17.1,11.4
68,East Chelsea,243,Washington Heights North,13.331,17.766,17.648,42.4,52.9,35.3
68,East Chelsea,244,Washington Heights South,11.476,15.328,15.228,36.5,45.7,30.5
68,East Chelsea,246,West Chelsea/Hudson Yards,0.643,0.89,0.89,2.1,2.7,1.8
68,East Chelsea,249,West Village,1.558,1.789,1.773,4.3,5.3,3.5
68,East Chelsea,261,World Trade Center,4.501,5.475,5.431,13.0,16.3,10.9
68,East Chelsea,262,Yorkville East,5.447,7.593,7.578,18.2,22.7,15.2
68,East Chelsea,263,Yorkville West,5.329,7.525,7.505,18.0,22.5,15.0
74,East Harlem North,4,Alphabet City,9.225,11.961,11.876,28.5,35.6,23.8
74,East Harlem North,12,Battery Park,12.752,17.551,17.456,41.9,52.4,34.9
74,East Harlem North,13,Battery Park City,11.924,16.586,16.502,39.6,49.5,33.0
74,East Harlem North,24,Bloomingdale,2.376,2.48,2.435,5.8,7.3,4.9
74,East Harlem North,41,Central Harlem,1.228,1.537,1.518,3.6,4.6,3.0
74,East Harlem North,42,Central Harlem North,1.92,2.188,2.205,5.3,6.6,4.4
74,East Harlem North,43,Central Park,3.159,4.472,4.459,10.7,13.4,8.9
74,East Harlem North,45,Chinatown,11.109,15.015,14.925,35.8,44.8,29.8
74,East Harlem North,48,Clinton East,6.19,8.782,8.751,21.0,26.3,17.5
74,East Harlem North,50,Clinton West,6.232,8.79,8.766,21.0,26.3,17.5
74,East Harlem North,68,East Chelsea,7.887,11.173,11.128,26.7,33.4,22.3
74,East Harlem North,74,East Harlem North,0.0,0.0,0.0,0.0,0.0,0.0
74,East Harlem North,75,East Harlem South,1.428,1.953,1.941,4.7,5.8,3.9
74,East Harlem North,79,East Village,9.14,12.294,12.218,29.3,36.7,24.4
74,East Harlem North,87,Financial District North,12.037,16.437,16.343,39.2,49.0,32.7
74,East Harlem North,88,Financial District South,12.538,17.161,17.065,41.0,51.2,34.1
74,East Harlem North,90,Flatiron,8.253,11.605,11.552,27.7,34.7,23.1
74,East Harlem North,100,Garment District,6.846,9.662,9.62,23.1,28.9,19.2
74,East Harlem North,103,Governor's Island/Ellis Island/Liberty Island,15.359,21.53,21.432,51.4,64.3,42.9
74,East Harlem North,107,Gramercy,8.161,11.112,11.047,26.5,33.1,22.1
74,East Harlem North,113,Greenwich Village North,9.008,12.455,12.388,29.7,37.2,24.8
74,East Harlem North,114,Greenwich Village South,9.545,13.187,13.116,31.5,39.3,26.2
74,East Harlem North,116,Hamilton Heights,3.021,3.819,3.835,9.2,11.5,7.7
74,East Harlem North,120,Highbridge Park,5.089,5.659,5.601,13.4,16.8,11.2
74,East Harlem North,125,Hudson Sq,10.209,14.273,14.204,34.1,42.6,28.4
74,East Harlem North,127,Inwood,7.367,8.738,8.656,20.8,26.0,17.3
74,East Harlem North,128,Inwood Hill Park,7.983,9.007,8.916,21.4,26.7,17.8
74,East Harlem North,137,Kips Bay,7.51,10.069,10.005,24.0,30.0,20.0
74,East Harlem North,140,Lenox Hill East,4.226,5.439,5.399,13.0,16.2,10.8
74,East Harlem North,141,Lenox Hill West,4.24,5.693,5.657,13.6,17.0,11.3
74,East Harlem North,142,Lincoln Square East,4.823,6.812,6.793,16.3,20.4,13.6
74,East Harlem North,143,Lincoln Square West,5.085,7.073,7.059,16.9,21.2,14.1
74,East Harlem North,144,Little Italy/NoLiTa,10.236,13.975,13.894,33.3,41.7,27.8
74,East Harlem North,148,Lower East Side,10.19,13.679,13.594,32.6,40.8,27.2
74,East Harlem North,151,Manhattan Valley,2.625,2.976,2.983,7.2,8.9,6.0
74,East Harlem North,152,Manhattanville,2.325,3.263,3.258,7.8,9.8,6.5
74,East Harlem North,153,Marble Hill,8.612,10.595,10.503,25.2,31.5,21.0
74,East Harlem North,158,Meatpacking/West Village West,9.514,13.43,13.372,32.1,40.1,26.7
74,East Harlem North,161,Midtown Center,5.878,8.219,8.178,19.6,24.5,16.4
74,East Harlem North,162,Midtown East,5.756,7.913,7.869,18.9,23.6,15.7
74,East Harlem North,163,Midtown North,5.309,7.498,7.465,17.9,22.4,14.9
74,East Harlem North,164,Midtown South,7.1,9.902,9.852,23.6,29.6,19.7
74,East Harlem North,166,Morningside Heights,2.257,2.995,2.966,7.1,8.9,5.9
74,East Harlem North,170,Murray Hill,6.875,9.427,9.374,22.5,28.1,18.7
74,East Harlem North,186,Penn Station/Madison Sq West,7.473,10.529,10.482,25.2,31.4,21.0
74,East Harlem North,194,Randalls Island,1.56,2.212,2.205,5.3,6.6,4.4
74,East Harlem North,202,Roosevelt Island,4.489,5.43,5.383,12.9,16.2,10.8
74,East Harlem North,209,Seaport,11.66,15.86,15.767,37.8,47.3,31.5
74,East Harlem North,211,SoHo,10.15,14.035,13.96,33.5,41.9,27.9
74,East Harlem North,224,Stuy Town/Peter Cooper Village,8.384,11.034,10.959,26.3,32.9,21.9
74,East Harlem North,229,Sutton Place/Turtle Bay North,5.465,7.296,7.248,17.4,21.7,14.5
74,East Harlem North,230,Times Sq/Theatre District,6.06,8.572,8.536,20.5,25.6,17.1
74,East Harlem North,231,TriBeCa/Civic Center,11.011,15.252,15.173,36.4,45.5,30.3
74,East Harlem North,232,Two Bridges/Seward Park,10.345,13.477,13.383,32.1,40.1,26.8
74,East Harlem North,233,UN/Turtle Bay South,6.341,8.503,8.448,20.3,25.3,16.9
74,East Harlem North,234,Union Sq,8.108,11.267,11.208,26.9,33.6,22.4
74,East Harlem North,236,Upper East Side North,2.838,3.973,3.953,9.5,11.9,7.9
74,East Harlem North,237,Upper East Side South,4.333,6.018,5.986,14.4,18.0,12.0
74,East Harlem North,238,Upper West Side North,3.191,4.085,4.086,9.8,12.3,8.2
74,East Harlem North,239,Upper West Side South,3.974,5.419,5.412,13.0,16.2,10.8
74,East Harlem North,243,Washington Heights North,6.224,6.593,6.519,15.6,19.6,13.0
74,East Harlem North,244,Washington Heights South,4.515,4.844,4.892,11.7,14.7,9.8
74,East Harlem North,246,West Chelsea/Hudson Yards,7.741,10.979,10.943,26.3,32.8,21.9
74,East Harlem North,249,West Village,9.236,12.962,12.901,31.0,38.7,25.8
74,East Harlem North,261,World Trade Center,12.053,16.648,16.56,39.7,49.7,33.1
74,East Harlem North,262,Yorkville East,2.907,3.58,3.55,8.5,10.7,7.1
74,East Harlem North,263,Yorkville West,2.742,3.648,3.624,8.7,10.9,7.2
75,East Harlem South,4,Alphabet City,7.816,10.008,9.935,23.8,29.8,19.9
75,East Harlem South,12,Battery Park,11.325,15.598,15.515,37.2,46.5,31.0
75,East Harlem South,13,Battery Park City,10.5,14.633,14.561,34.9,43.7,29.1
75,East Harlem South,24,Bloomingdale,2.13,3.005,2.988,7.2,9.0,6.0
75,East Harlem South,41,Central Harlem,1.658,2.061,2.071,5.0,6.2,4.1
75,East Harlem South,42,Central Harlem North,3.165,3.559,3.523,8.5,10.6,7.0
75,East Harlem South,43,Central Park,1.869,2.519,2.517,6.0,7.6,5.0
75,East Harlem South,45,Chinatown,9.682,13.062,12.983,31.2,39.0,26.0
75,East Harlem South,48,Clinton East,4.833,6.829,6.81,16.3,20.4,13.6
75,East Harlem South,50,Clinton West,4.935,6.837,6.824,16.4,20.5,13.6
75,East Harlem South,68,East Chelsea,6.499,9.22,9.187,22.0,27.6,18.4
75,East Harlem South,74,East Harlem North,1.428,1.953,1.941,4.7,5.8,3.9
75,East Harlem South,75,East Harlem South,0.0,0.0,0.0,0.0,0.0,0.0
75,East Harlem South,79,East Village,7.715,10.341,10.276,24.7,30.8,20.6
75,East Harlem South,87,Financial District North,10.61,14.484,14.402,34.6,43.2,28.8
75,East Harlem South,88,Financial District South,11.111,15.208,15.124,36.3,45.4,30.2
75,East Harlem South,90,Flatiron,6.841,9.652,9.61,23.1,28.8,19.2
75,East Harlem South,100,Garment District,5.443,7.709,7.679,18.4,23.0,15.4
75,East Harlem South,103,Governor's Island/Ellis Island/Liberty Island,13.942,19.577,19.491,46.8,58.5,39.0
75,East Harlem South,107,Gramercy,6.734,9.159,9.105,21.9,27.3,18.2
75,East Harlem South,113,Greenwich Village North,7.582,10.502,10.447,25.1,31.3,20.9
75,East Harlem South,114,Greenwich Village South,8.118,11.234,11.175,26.8,33.5,22.3
75,East Harlem South,116,Hamilton Heights,4.116,4.343,4.388,10.5,13.2,8.8
75,East Harlem South,120,Highbridge Park,6.427,7.612,7.542,18.1,22.6,15.1
75,East Harlem South,125,Hudson Sq,8.789,12.32,12.263,29.4,36.8,24.5
75,East Harlem South,127,Inwood,8.737,10.691,10.598,25.4,31.8,21.2
75,East Harlem South,128,Inwood Hill Park,9.323,10.96,10.857,26.1,32.6,21.7
75,East Harlem South,137,Kips Bay,6.086,8.116,8.063,19.4,24.2,16.1
75,East Harlem South,140,Lenox Hill East,2.827,3.486,3.458,8.3,10.4,6.9
75,East Harlem South,141,Lenox Hill West,2.817,3.74,3.715,8.9,11.1,7.4
75,East Harlem South,142,Lincoln Square East,3.526,4.859,4.852,11.6,14.6,9.7
75,East Harlem South,143,Lincoln Square West,3.865,5.12,5.118,12.3,15.4,10.2
75,East Harlem South,144,Little Italy/NoLiTa,8.809,12.022,11.953,28.7,35.9,23.9
75,East Harlem South,148,Lower East Side,8.765,11.726,11.653,28.0,35.0,23.3
75,East Harlem South,151,Manhattan Valley,2.088,2.788,2.762,6.6,8.3,5.5
75,East Harlem South,152,Manhattanville,3.179,3.787,3.811,9.1,11.4,7.6
75,East Harlem South,153,Marble Hill,10.001,12.548,12.444,29.9,37.3,24.9
75,East Harlem South,158,Meatpacking/West Village West,8.11,11.477,11.431,27.4,34.3,22.9
75,East Harlem South,161,Midtown Center,4.46,6.266,6.236,15.0,18.7,12.5
75,East Harlem South,162,Midtown East,4.329,5.96,5.927,14.2,17.8,11.9
75,East Harlem South,163,Midtown North,3.91,5.545,5.524,13.3,16.6,11.0
75,East Harlem South,164,Midtown South,5.678,7.949,7.91,19.0,23.7,15.8
75,East Harlem South,166,Morningside Heights,2.547,3.52,3.519,8.4,10.6,7.0
75,East Harlem South,170,Murray Hill,5.447,7.474,7.432,17.8,22.3,14.9
75,East Harlem South,186,Penn Station/Madison Sq West,6.065,8.576,8.541,20.5,25.6,17.1
75,East Harlem South,194,Randalls Island,1.789,1.908,1.915,4.6,5.7,3.8
75,East Harlem South,202,Roosevelt Island,3.142,3.477,3.442,8.3,10.3,6.9
75,East Harlem South,209,Seaport,10.233,13.907,13.826,33.2,41.5,27.7
75,East Harlem South,211,SoHo,8.724,12.082,12.018,28.8,36.1,24.0
75,East Harlem South,224,Stuy Town/Peter Cooper Village,6.967,9.081,9.018,21.6,27.1,18.0
75,East Harlem South,229,Sutton Place/Turtle Bay North,4.042,5.343,5.307,12.7,15.9,10.6
75,East Harlem South,230,Times Sq/Theatre District,4.667,6.619,6.595,15.8,19.8,13.2
75,East Harlem South,231,TriBeCa/Civic Center,9.585,13.299,13.231,31.8,39.7,26.5
75,East Harlem South,232,Two Bridges/Seward Park,8.933,11.524,11.442,27.5,34.3,22.9
75,East Harlem South,233,UN/Turtle Bay South,4.917,6.55,6.507,15.6,19.5,13.0
75,East Harlem South,234,Union Sq,6.684,9.314,9.267,22.2,27.8,18.5
75,East Harlem South,236,Upper East Side North,1.426,2.02,2.012,4.8,6.0,4.0
75,East Harlem South,237,Upper East Side South,2.909,4.065,4.045,9.7,12.1,8.1
75,East Harlem South,238,Upper West Side North,2.312,2.508,2.466,5.9,7.4,4.9
75,East Harlem South,239,Upper West Side South,2.856,3.466,3.471,8.3,10.4,6.9
75,East Harlem South,243,Washington Heights North,7.53,8.546,8.461,20.3,25.4,16.9
75,East Harlem South,244,Washington Heights South,5.753,6.108,6.041,14.5,18.1,12.1
75,East Harlem South,246,West Chelsea/Hudson Yards,6.388,9.026,9.001,21.6,27.0,18.0
75,East Harlem South,249,West Village,7.821,11.009,10.96,26.3,32.9,21.9
75,East Harlem South,261,World Trade Center,10.627,14.695,14.618,35.1,43.9,29.2
75,East Harlem South,262,Yorkville East,1.565,1.627,1.609,3.9,4.8,3.2
75,East Harlem South,263,Yorkville West,1.325,1.695,1.682,4.0,5.0,3.4
79,East Village,4,Alphabet City,0.871,1.192,1.183,2.8,3.5,2.4
79,East Village,12,Battery Park,3.711,5.257,5.239,12.6,15.7,10.5
79,East Village,13,Battery Park City,3.079,4.292,4.285,10.3,12.9,8.6
79,East Village,24,Bloomingdale,8.435,9.992,9.904,23.8,29.7,19.8
79,East Village,41,Central Harlem,9.007,11.46,11.374,27.3,34.1,22.7
79,East Village,42,Central Harlem North,10.763,13.9,13.799,33.1,41.4,27.6
79,East Village,43,Central Park,6.33,7.822,7.759,18.6,23.3,15.5
79,East Village,45,Chinatown,1.975,2.721,2.707,6.5,8.1,5.4
79,East Village,48,Clinton East,3.86,4.176,4.215,10.1,12.6,8.4
79,East Village,50,Clinton West,4.358,5.068,5.104,12.2,15.3,10.2
79,East Village,68,East Chelsea,2.595,3.498,3.503,8.4,10.5,7.0
79,East Village,74,East Harlem North,9.14,12.294,12.218,29.3,36.7,24.4
79,East Village,75,East Harlem South,7.715,10.341,10.276,24.7,30.8,20.6
79,East Village,79,East Village,0.0,0.0,0.0,0.0,0.0,0.0
79,East Village,87,Financial District North,2.943,4.143,4.126,9.9,12.4,8.3
79,East Village,88,Financial District South,3.454,4.867,4.848,11.6,14.5,9.7
79,East Village,90,Flatiron,1.876,2.565,2.567,6.2,7.7,5.1
79,East Village,100,Garment District,2.885,3.116,3.145,7.5,9.4,6.3
79,East Village,103,Governor's Island/Ellis Island/Liberty Island,6.537,9.236,9.214,22.1,27.6,18.4
79,East Village,107,Gramercy,1.034,1.182,1.171,2.8,3.5,2.3
79,East Village,113,Greenwich Village North,0.896,1.262,1.255,3.0,3.8,2.5
79,East Village,114,Greenwich Village South,0.97,1.053,1.036,2.5,3.1,2.1
79,East Village,116,Hamilton Heights,11.481,14.213,14.098,33.8,42.3,28.2
79,East Village,120,Highbridge Park,14.033,17.953,17.818,42.8,53.5,35.6
79,East Village,125,Hudson Sq,1.826,1.979,1.986,4.8,6.0,4.0
79,East Village,127,Inwood,16.371,21.032,20.874,50.1,62.6,41.7
79,East Village,128,Inwood Hill Park,16.894,21.301,21.133,50.7,63.4,42.3
79,East Village,137,Kips Bay,1.632,2.226,2.213,5.3,6.6,4.4
79,East Village,140,Lenox Hill East,4.962,6.855,6.819,16.4,20.5,13.6
79,East Village,141,Lenox Hill West,4.9,6.601,6.561,15.7,19.7,13.1
79,East Village,142,Lincoln Square East,5.123,5.482,5.425,13.0,16.3,10.8
79,East Village,143,Lincoln Square West,5.371,5.511,5.571,13.4,16.7,11.1
79,East Village,144,Little Italy/NoLiTa,1.191,1.681,1.677,4.0,5.0,3.4
79,East Village,148,Lower East Side,1.051,1.385,1.376,3.3,4.1,2.8
79,East Village,151,Manhattan Valley,7.954,9.318,9.235,22.2,27.7,18.5
79,East Village,152,Manhattanville,10.395,12.763,12.658,30.4,38.0,25.3
79,East Village,153,Marble Hill,17.665,22.889,22.721,54.5,68.2,45.4
79,East Village,158,Meatpacking/West Village West,2.114,2.782,2.756,6.6,8.3,5.5
79,East Village,161,Midtown Center,3.448,4.076,4.04,9.7,12.1,8.1
79,East Village,162,Midtown East,3.426,4.381,4.349,10.4,13.0,8.7
79,East Village,163,Midtown North,4.147,4.796,4.753,11.4,14.3,9.5
79,East Village,164,Midtown South,2.328,2.392,2.366,5.7,7.1,4.7
79,East Village,166,Morningside Heights,9.314,11.139,11.042,26.5,33.1,22.1
79,East Village,170,Murray Hill,2.322,2.867,2.844,6.8,8.5,5.7
79,East Village,186,Penn Station/Madison Sq West,2.382,2.87,2.887,6.9,8.7,5.8
79,East Village,194,Randalls Island,8.739,12.249,12.191,29.3,36.6,24.4
79,East Village,202,Roosevelt Island,4.871,6.864,6.834,16.4,20.5,13.7
79,East Village,209,Seaport,2.547,3.566,3.55,8.5,10.6,7.1
79,East Village,211,SoHo,1.382,1.74,1.742,4.2,5.2,3.5
79,East Village,224,Stuy Town/Peter Cooper Village,0.917,1.26,1.259,3.0,3.8,2.5
79,East Village,229,Sutton Place/Turtle Bay North,3.679,4.998,4.97,11.9,14.9,9.9
79,East Village,230,Times Sq/Theatre District,3.579,3.722,3.682,8.8,11.0,7.4
79,East Village,231,TriBeCa/Civic Center,2.152,2.958,2.955,7.1,8.9,5.9
79,East Village,232,Two Bridges/Seward Park,1.452,1.678,1.69,4.1,5.1,3.4
79,East Village,233,UN/Turtle Bay South,2.8,3.792,3.77,9.0,11.3,7.5
79,East Village,234,Union Sq,1.463,1.796,1.805,4.3,5.4,3.6
79,East Village,236,Upper East Side North,6.354,8.321,8.265,19.8,24.8,16.5
79,East Village,237,Upper East Side South,4.865,6.276,6.232,15.0,18.7,12.5
79,East Village,238,Upper West Side North,7.199,8.209,8.132,19.5,24.4,16.3
79,East Village,239,Upper West Side South,6.287,6.875,6.806,16.3,20.4,13.6
79,East Village,243,Washington Heights North,15.062,18.887,18.737,45.0,56.2,37.5
79,East Village,244,Washington Heights South,13.216,16.45,16.317,39.2,49.0,32.6
79,East Village,246,West Chelsea/Hudson Yards,3.236,4.388,4.393,10.5,13.2,8.8
79,East Village,249,West Village,1.626,2.212,2.195,5.3,6.6,4.4
79,East Village,261,World Trade Center,3.074,4.354,4.342,10.4,13.0,8.7
79,East Village,262,Yorkville East,6.314,8.714,8.667,20.8,26.0,17.3
79,East Village,263,Yorkville West,6.4,8.646,8.594,20.6,25.8,17.2
87,Financial District North,4,Alphabet City,3.193,4.476,4.467,10.7,13.4,8.9
87,Financial District North,12,Battery Park,0.805,1.114,1.113,2.7,3.3,2.2
87,Financial District North,13,Battery Park City,0.929,1.31,1.304,3.1,3.9,2.6
87,Financial District North,24,Bloomingdale,11.147,14.134,14.029,33.7,42.1,28.1
87,Financial District North,41,Central Harlem,11.824,15.603,15.5,37.2,46.5,31.0
87,Financial District North,42,Central Harlem North,13.598,18.042,17.925,43.0,53.8,35.8
87,Financial District North,43,Central Park,9.119,11.964,11.885,28.5,35.7,23.8
87,Financial District North,45,Chinatown,1.009,1.422,1.418,3.4,4.3,2.8
87,Financial District North,48,Clinton East,6.335,7.655,7.592,18.2,22.8,15.2
87,Financial District North,50,Clinton West,6.682,7.647,7.578,18.2,22.7,15.2
87,Financial District North,68,East Chelsea,4.666,5.264,5.215,12.5,15.6,10.4
87,Financial District North,74,East Harlem North,12.037,16.437,16.343,39.2,49.0,32.7
87,Financial District North,75,East Harlem South,10.61,14.484,14.402,34.6,43.2,28.8
87,Financial District North,79,East Village,2.943,4.143,4.126,9.9,12.4,8.3
87,Financial District North,87,Financial District North,0.0,0.0,0.0,0.0,0.0,0.0
87,Financial District North,88,Financial District South,0.512,0.725,0.722,1.7,2.2,1.4
87,Financial District North,90,Flatiron,4.038,4.832,4.792,11.5,14.4,9.6
87,Financial District North,100,Garment District,5.422,6.774,6.723,16.1,20.2,13.4
87,Financial District North,103,Governor's Island/Ellis Island/Liberty Island,3.707,5.094,5.089,12.2,15.3,10.2
87,Financial District North,107,Gramercy,3.877,5.324,5.296,12.7,15.9,10.6
87,Financial District North,113,Greenwich Village North,3.071,3.982,3.955,9.5,11.9,7.9
87,Financial District North,114,Greenwich Village South,2.539,3.25,3.227,7.7,9.7,6.5
87,Financial District North,116,Hamilton Heights,14.247,18.355,18.223,43.7,54.7,36.4
87,Financial District North,120,Highbridge Park,16.847,22.096,21.944,52.7,65.8,43.9
87,Financial District North,125,Hudson Sq,2.163,2.163,2.186,5.2,6.6,4.4
87,Financial District North,127,Inwood,19.189,25.175,25.0,60.0,75.0,50.0
87,Financial District North,128,Inwood Hill Park,19.68,25.444,25.259,60.6,75.8,50.5
87,Financial District North,137,Kips Bay,4.562,6.368,6.339,15.2,19.0,12.7
87,Financial District North,140,Lenox Hill East,7.894,10.997,10.944,26.3,32.8,21.9
87,Financial District North,141,Lenox Hill West,7.807,10.744,10.687,25.6,32.1,21.4
87,Financial District North,142,Lincoln Square East,7.738,9.624,9.55,22.9,28.7,19.1
87,Financial District North,143,Lincoln Square West,7.861,9.364,9.284,22.3,27.9,18.6
87,Financial District North,144,Little Italy/NoLiTa,1.801,2.462,2.449,5.9,7.3,4.9
87,Financial District North,148,Lower East Side,1.945,2.757,2.749,6.6,8.2,5.5
87,Financial District North,151,Manhattan Valley,10.653,13.461,13.36,32.1,40.1,26.7
87,Financial District North,152,Manhattanville,13.152,16.905,16.783,40.3,50.4,33.6
87,Financial District North,153,Marble Hill,20.496,27.032,26.846,64.4,80.5,53.7
87,Financial District North,158,Meatpacking/West Village West,3.137,3.26,3.293,7.9,9.9,6.6
87,Financial District North,161,Midtown Center,6.22,8.218,8.166,19.6,24.5,16.3
87,Financial District North,162,Midtown East,6.284,8.523,8.475,20.3,25.4,16.9
87,Financial District North,163,Midtown North,6.879,8.939,8.878,21.3,26.6,17.8
87,Financial District North,164,Midtown South,5.007,6.535,6.491,15.6,19.5,13.0
87,Financial District North,166,Morningside Heights,12.035,15.281,15.168,36.4,45.5,30.3
87,Financial District North,170,Murray Hill,5.164,7.009,6.97,16.7,20.9,13.9
87,Financial District North,186,Penn Station/Madison Sq West,4.801,5.907,5.861,14.1,17.6,11.7
87,Financial District North,194,Randalls Island,11.68,16.392,16.317,39.2,49.0,32.6
87,Financial District North,202,Roosevelt Island,7.814,11.006,10.96,26.3,32.9,21.9
87,Financial District North,209,Seaport,0.41,0.577,0.576,1.4,1.7,1.2
87,Financial District North,211,SoHo,1.962,2.402,2.383,5.7,7.2,4.8
87,Financial District North,224,Stuy Town/Peter Cooper Village,3.812,5.403,5.384,12.9,16.2,10.8
87,Financial District North,229,Sutton Place/Turtle Bay North,6.598,9.141,9.095,21.8,27.3,18.2
87,Financial District North,230,Times Sq/Theatre District,6.207,7.864,7.807,18.7,23.4,15.6
87,Financial District North,231,TriBeCa/Civic Center,1.218,1.25,1.263,3.0,3.8,2.5
87,Financial District North,232,Two Bridges/Seward Park,2.247,2.96,2.96,7.1,8.9,5.9
87,Financial District North,233,UN/Turtle Bay South,5.719,7.934,7.895,18.9,23.7,15.8
87,Financial District North,234,Union Sq,3.992,5.17,5.135,12.3,15.4,10.3
87,Financial District North,236,Upper East Side North,9.221,12.464,12.39,29.7,37.2,24.8
87,Financial District North,237,Upper East Side South,7.721,10.419,10.357,24.9,31.1,20.7
87,Financial District North,238,Upper West Side North,9.866,12.352,12.257,29.4,36.8,24.5
87,Financial District North,239,Upper West Side South,8.908,11.017,10.931,26.2,32.8,21.9
87,Financial District North,243,Washington Heights North,17.841,23.03,22.863,54.9,68.6,45.7
87,Financial District North,244,Washington Heights South,15.986,20.592,20.443,49.1,61.3,40.9
87,Financial District North,246,West Chelsea/Hudson Yards,5.172,5.457,5.401,13.0,16.2,10.8
87,Financial District North,249,West Village,3.108,3.475,3.442,8.3,10.3,6.9
87,Financial District North,261,World Trade Center,0.534,0.728,0.723,1.7,2.2,1.4
87,Financial District North,262,Yorkville East,9.244,12.857,12.793,30.7,38.4,25.6
87,Financial District North,263,Yorkville West,9.307,12.789,12.719,30.5,38.2,25.4
88,Financial District South,4,Alphabet City,3.695,5.2,5.189,12.5,15.6,10.4
88,Financial District South,12,Battery Park,0.345,0.39,0.391,0.9,1.2,0.8
88,Financial District South,13,Battery Park City,1.038,1.351,1.356,3.3,4.1,2.7
88,Financial District South,24,Bloomingdale,11.62,14.859,14.752,35.4,44.3,29.5
88,Financial District South,41,Central Harlem,12.313,16.327,16.222,38.9,48.7,32.4
88,Financial District South,42,Central Harlem North,14.089,18.767,18.647,44.8,55.9,37.3
88,Financial District South,43,Central Park,9.606,12.689,12.607,30.3,37.8,25.2
88,Financial District South,45,Chinatown,1.516,2.146,2.141,5.1,6.4,4.3
88,Financial District South,48,Clinton East,6.792,8.379,8.314,20.0,24.9,16.6
88,Financial District South,50,Clinton West,7.118,8.372,8.3,19.9,24.9,16.6
88,Financial District South,68,East Chelsea,5.1,5.989,5.937,14.2,17.8,11.9
