origen_id,4,12,13,24,41,42,43,45,48,50,68,74,75,79,87,88,90,100,103,107,113,114,116,120,125,127,128,137,140,141,142,143,144,148,151,152,153,158,161,162,163,164,166,170,186,194,202,209,211,224,229,230,231,232,233,234,236,237,238,239,243,244,246,249,261,262,263
162,4.048,9.638,8.673,5.611,7.079,9.519,3.441,7.102,2.104,2.996,3.26,7.913,5.96,4.381,8.523,9.248,3.692,1.749,13.617,3.199,4.542,5.274,9.832,13.573,6.36,16.651,16.921,2.155,2.474,2.22,2.661,3.439,6.061,5.766,4.937,8.382,18.508,5.517,0.603,0.0,1.302,1.989,6.758,1.514,2.616,7.868,2.483,7.946,6.121,3.121,0.617,1.354,7.339,5.564,0.915,3.354,3.94,1.895,3.946,3.561,14.506,12.069,3.066,5.049,8.735,4.333,4.265
163,4.565,10.053,9.088,5.196,6.664,9.104,3.026,7.517,1.284,1.695,3.675,7.498,5.545,4.796,8.939,9.663,4.107,2.164,14.032,3.614,4.957,5.689,9.417,13.157,6.775,16.236,16.505,2.753,2.058,1.805,1.359,2.138,6.477,6.181,4.522,7.966,18.093,5.932,0.721,1.302,0.0,2.404,6.342,1.929,3.031,7.453,2.627,8.362,6.537,3.701,1.91,1.074,7.754,5.979,2.216,3.769,3.525,1.48,3.413,2.259,14.091,11.653,3.481,5.464,9.15,3.918,3.85
164,3.451,7.649,6.684,7.599,9.068,11.508,5.43,5.113,1.917,2.809,1.271,9.902,7.949,2.392,6.535,7.26,1.703,0.857,11.629,1.398,2.553,3.285,11.821,15.561,4.372,18.64,18.909,1.639,4.462,4.209,3.09,3.252,4.073,3.778,6.926,10.37,20.497,3.528,1.683,1.989,2.404,0.0,8.746,0.659,0.627,9.857,4.471,5.958,4.133,2.587,2.606,1.33,5.35,3.938,1.399,1.365,5.929,3.884,5.817,4.483,16.495,14.057,2.129,3.06,6.746,6.322,6.254
166,10.806,16.396,15.43,1.147,1.459,2.761,3.317,13.86,7.627,7.634,10.017,2.995,3.52,11.139,15.281,16.006,10.449,8.507,20.375,9.957,11.299,12.031,3.074,6.815,13.118,9.893,10.163,8.913,5.478,4.899,5.657,5.918,12.819,12.524,1.82,1.624,11.75,12.275,7.063,6.758,6.342,8.746,0.0,8.272,9.374,5.208,6.283,14.704,12.879,9.879,6.14,7.417,14.097,12.322,7.347,10.111,3.625,4.862,2.93,4.264,7.749,5.311,9.824,11.806,15.492,5.018,4.321
170,2.793,8.124,7.158,7.125,8.593,11.033,4.955,5.588,2.575,3.467,1.897,9.427,7.474,2.867,7.009,7.734,2.178,1.515,12.103,1.685,3.028,3.76,11.346,15.087,4.846,18.165,18.435,0.981,3.988,3.734,3.132,3.91,4.547,4.252,6.451,9.896,20.022,4.003,1.209,1.514,1.929,0.659,8.272,0.0,1.269,9.382,3.997,6.432,4.607,1.929,2.132,1.825,5.825,4.05,0.925,1.839,5.454,3.409,5.342,4.032,16.02,13.583,2.787,3.534,7.221,5.847,5.779
186,4.062,7.022,6.056,8.227,9.695,12.135,6.057,4.486,1.747,2.199,0.644,10.529,8.576,2.87,5.907,6.632,1.076,0.867,11.001,2.008,1.926,2.658,12.448,16.189,3.744,19.267,19.537,2.25,5.09,4.836,3.717,3.456,3.445,3.412,7.553,10.998,21.124,2.901,2.311,2.616,3.031,0.627,9.374,1.269,0.0,10.484,5.099,5.33,3.505,3.197,3.234,1.957,4.723,4.548,2.027,1.074,6.556,4.511,6.444,5.11,17.122,14.685,1.518,2.432,6.119,6.949,6.881
194,11.916,17.506,16.541,4.693,3.749,4.4,4.427,14.97,8.737,8.745,11.128,2.212,1.908,12.249,16.392,17.116,11.56,9.617,21.485,11.067,12.41,13.142,6.031,6.654,14.228,8.783,9.052,10.024,5.394,5.648,6.767,7.028,13.93,13.634,4.476,5.475,10.64,13.385,8.174,7.868,7.453,9.857,5.208,9.382,10.484,0.0,5.385,15.815,13.99,10.989,7.251,8.527,15.207,13.432,8.458,11.222,3.928,5.973,4.197,5.374,8.038,7.057,10.934,12.917,16.603,3.535,3.603
202,6.531,12.121,11.155,5.768,4.824,7.036,3.61,9.585,3.43,4.322,5.742,5.43,3.477,6.864,11.006,11.731,6.175,4.232,16.1,5.682,7.025,7.757,7.349,11.09,8.843,14.168,14.438,4.638,0.805,1.383,3.987,4.765,8.544,8.249,5.551,6.55,16.025,8.0,2.788,2.483,2.627,4.471,6.283,3.997,5.099,5.385,0.0,10.429,8.604,5.604,1.865,3.142,9.822,8.047,3.072,5.836,2.658,2.078,5.272,4.887,12.023,9.586,5.549,7.531,11.217,1.85,1.962
209,3.899,1.691,1.384,13.557,15.026,17.465,11.387,0.845,7.078,7.07,4.687,15.86,13.907,3.566,0.577,1.302,4.255,6.197,5.671,4.747,3.405,2.673,17.778,21.519,2.236,24.598,24.867,5.791,10.42,10.167,9.047,8.787,1.885,2.18,12.884,16.328,26.455,3.334,7.641,7.946,8.362,5.958,14.704,6.432,5.33,15.815,10.429,0.0,1.825,4.826,8.564,7.287,1.324,2.383,7.357,4.593,11.887,9.842,11.775,10.44,22.453,20.015,4.94,2.898,0.803,12.28,12.212
211,2.103,3.517,2.551,11.732,13.2,15.64,9.562,1.556,5.252,5.245,2.862,14.035,12.082,1.74,2.402,3.127,2.429,4.372,7.496,2.922,1.579,0.848,15.953,19.694,0.772,22.772,23.042,3.966,8.595,8.341,7.222,6.961,0.726,1.454,11.059,14.503,24.629,1.87,5.816,6.121,6.537,4.133,12.879,4.607,3.505,13.99,8.604,1.825,0.0,3.0,6.739,5.462,1.218,2.59,5.532,2.768,10.062,8.016,9.949,8.615,20.627,18.19,3.476,1.3,2.613,10.454,10.386
